Accession,FBgn
N0D8I3,FBgn0028982
Q9VTU4,FBgn0036258
A0A0B4LG36,FBgn0010228
Q9VKV1,FBgn0027611
Q59E55,FBgn0259986
A1ZBP5,FBgn0034467
Q9W4W8,FBgn0024992
A1ZAW7,FBgn0034251
F3YD80,FBgn0261996
P08645,FBgn0004636
Q9VGC1,FBgn0038000
Q9W0A8,FBgn0026372
Q9VBQ0,FBgn0261287
Q9W041,FBgn0035316
Q9W2A3,FBgn0034684
Q9VQR2,FBgn0021967
Q9VN58,FBgn0260794
P18931,FBgn0262952
Q9V6U9,FBgn0033883
M9PH86,FBgn0259110
Q8IPV8,FBgn0051921
Q9VCJ6,FBgn0039104
Q9W4C5,FBgn0029762
Q9W0Q5,FBgn0035139
Q24404,FBgn0004171
Q9VLR0,FBgn0032004
Q9VJZ4,FBgn0032511
P83474,FBgn0259151
Q9VZ64,FBgn0030239
Q9VAL7,FBgn0015622
Q7KV95,FBgn0035348
Q9VFC4,FBgn0038296
Q9W1V2,FBgn0034816
Q9VT84,FBgn0036072
Q5LJN3,FBgn0046323
Q8IQF8,FBgn0086254
B7Z095,FBgn0053287
Q9VQG4,FBgn0019830
Q8IMU4,FBgn0051115
E1JIK9,FBgn0038294
Q9VAZ0,FBgn0039554
Q76NQ0,FBgn0053303
Q24319,FBgn0014868
Q9VH77,FBgn0286506
Q9VGB6,FBgn0011270
Q8MLN3,FBgn0050429
Q9VEZ6,FBgn0038395
Q9VKY3,FBgn0032229
O18333,FBgn0014009
Q961W5,FBgn0045770
Q9VKV8,FBgn0032248
Q9VIX8,FBgn0032772
Q9VLT3,FBgn0267488
M9PBR6,FBgn0053523
Q8IRI8,FBgn0052483
Q9W272,FBgn0034713
Q9W2V8,FBgn0030195
Q9VFY6,FBgn0038122
A8DYP0,FBgn0053519
Q9VC57,FBgn0039213
Q9W1B2,FBgn0034973
Q86BN5,FBgn0038957
Q06559,FBgn0002622
Q9VA43,FBgn0039799
Q9VMG8,FBgn0031785
C0HL66,FBgn0014857
Q9VYH1,FBgn0030449
Q7K110,FBgn0034277
X2JI73,FBgn0029667
Q9VP10,FBgn0037105
Q9W168,FBgn0035009
Q9VFM5,FBgn0038208
Q9VTI3,FBgn0036160
Q94524,FBgn0024432
Q9VZ77,FBgn0035581
Q9VGB2,FBgn0038008
P23226,FBgn0002645
Q9VFP1,FBgn0038194
Q9VFG4,FBgn0038258
Q8INX4,FBgn0086681
Q8INW8,FBgn0051798
Q9VQE1,FBgn0250835
Q9VTL4,FBgn0036186
O62619,FBgn0267385
Q500X4,FBgn0033868
P35381,FBgn0011211
C1C553,FBgn0038294
A0A0B4LHC9,FBgn0034914
D2A6K3,FBgn0058064
Q9VM21,FBgn0031905
P54351,FBgn0266464
O18338,FBgn0262518
Q9VF08,FBgn0038387
Q9VPW5,FBgn0031301
P39018,FBgn0010412
Q9VX36,FBgn0030853
Q9W0F0,FBgn0028567
P13060,FBgn0000559
Q9VVF0,FBgn0036706
Q9VT14,FBgn0036014
Q9W0U9,FBgn0263988
E1JHQ1,FBgn0001142
Q9VGY1,FBgn0037826
Q9VCI0,FBgn0039115
Q9W4S4,FBgn0029659
X2JC79,FBgn0262734
Q9VVZ4,FBgn0036870
Q9VW68,FBgn0036927
Q9V4E0,FBgn0039909
P18929,FBgn0013679
Q9VS90,FBgn0035799
A2VEQ4,FBgn0085316
E1JHJ9,FBgn0020503
A1ZAA5,FBgn0001124
Q8T4D4,FBgn0031784
Q9VHJ8,FBgn0037643
A1Z9G4,FBgn0033861
Q9VPF3,FBgn0036992
Q05825,FBgn0010217
P48148,FBgn0014020
A1Z9G8,FBgn0033864
Q9VGT9,FBgn0037860
Q6ILD8,FBgn0054012
Q9VJ28,FBgn0032729
Q9VW08,FBgn0260461
Q26365,FBgn0003360
P91927,FBgn0284252
Q9VLM5,FBgn0263852
Q9VLY0,FBgn0031941
Q7KT67,FBgn0028857
Q9W206,FBgn0050268
Q1RL12,FBgn0015777
A0A0B4KFD6,FBgn0015872
Q9VZF6,FBgn0035515
Q9V3M9,FBgn0028902
Q8INK2,FBgn0037913
Q9VRX3,FBgn0052396
Q9VK47,FBgn0032464
A1Z787,FBgn0033248
P28750,FBgn0000615
Q7KTH6,FBgn0262002
Q9VAK5,FBgn0039669
Q9VDZ2,FBgn0038685
Q9VBP6,FBgn0039349
Q9VMA4,FBgn0031844
Q9VZL3,FBgn0035471
P09180,FBgn0003279
Q9VKR0,FBgn0032292
Q9VX63,FBgn0030833
X2JE06,FBgn0032518
Q8IN01,FBgn0051161
Q7KUB1,FBgn0001248
Q9W004,FBgn0035348
Q9VNX4,FBgn0037138
Q9V3K5,FBgn0028870
O46067,FBgn0023529
Q8ING2,FBgn0051533
Q7JWF1,FBgn0286783
Q7KTW5,FBgn0037063
Q9VAZ1,FBgn0267366
P55841,FBgn0017579
Q9VJ86,FBgn0284256
M9PDX6,FBgn0026189
Q9VVW3,FBgn0036843
A0A126GUR5,FBgn0260463
P41043,FBgn0010226
Q4QPW2,FBgn0034478
Q9VPR1,FBgn0031263
A0A0B4JD76,FBgn0284250
Q9VEX6,FBgn0287225
P22817,FBgn0001247
Q8MST3,FBgn0053490
Q9VJM6,FBgn0028856
Q9VB86,FBgn0029170
Q7K508,FBgn0033574
Q9VWG3,FBgn0285947
Q9VLD1,FBgn0032109
Q9VXD2,FBgn0030770
Q9V9W5,FBgn0039855
Q961W9,FBgn0053191
Q9VTP5,FBgn0036214
Q9V9W4,FBgn0039856
Q7KSE0,FBgn0038575
Q7KVW9,FBgn0061196
Q9VYD9,FBgn0030478
Q8INJ3,FBgn0037970
Q9VVL7,FBgn0036762
Q9VVH5,FBgn0036728
P32023,FBgn0000721
Q9VHN7,FBgn0037607
Q8T0U2,FBgn0034144
Q8MKN0,FBgn0050493
A0A0B4K7L1,FBgn0003071
E1JHT6,FBgn0053113
Q9VWD1,FBgn0031066
Q9VIB6,FBgn0015574
Q8ING1,FBgn0051327
Q9V9P1,FBgn0032972
Q867T3,FBgn0264489
Q5LJN5,FBgn0267433
Q9VXZ0,FBgn0030605
A0A0B4K849,FBgn0263391
A0A0B4KI32,FBgn0027598
Q7KE33,FBgn0043530
Q9VD58,FBgn0038922
M9PBL3,FBgn0001233
Q9VX70,FBgn0265267
Q7K569,FBgn0022160
Q9VB54,FBgn0039503
Q9VFB9,FBgn0038301
Q8IND4,FBgn0051294
Q9W414,FBgn0028685
F2FB46,FBgn0264078
Q9VKG6,FBgn0032365
Q9VQF4,FBgn0031451
Q9VAC1,FBgn0039737
Q9W4P5,FBgn0285910
Q9VEY4,FBgn0038401
Q9W2K0,FBgn0034601
Q9VJK1,FBgn0032590
A1Z6J6,FBgn0033056
Q9VFN5,FBgn0038200
Q8STG9,FBgn0086357
P48809,FBgn0004838
Q9VQH0,FBgn0031462
P16378,FBgn0001122
Q9VXK3,FBgn0030721
Q9VAT7,FBgn0039598
Q9VCX6,FBgn0038993
Q9VX02,FBgn0030883
Q7KT15,FBgn0053322
P50887,FBgn0015288
A1ZB83,FBgn0034345
P41073,FBgn0004401
Q7JRQ2,FBgn0034506
Q4ABD8,FBgn0053807
Q9VLC8,FBgn0032111
Q9VAW6,FBgn0039577
Q9VF44,FBgn0038355
Q9VYI6,FBgn0052649
Q9V400,FBgn0028427
Q961L5,FBgn0050350
Q95SE8,FBgn0036318
Q9VCN3,FBgn0039071
Q9W3N9,FBgn0029969
P61857,FBgn0003889
Q4V3Y4,FBgn0050488
Q9VA28,FBgn0039809
Q4V4V0,FBgn0085486
Q9VQI4,FBgn0031476
Q9VTB4,FBgn0047038
Q8T4G5,FBgn0036702
Q9VP43,FBgn0052436
Q7K5K3,FBgn0039635
Q9V3Z7,FBgn0028892
Q6IM52,FBgn0085228
Q9VJP0,FBgn0028880
Q9W1U8,FBgn0034820
Q9W0Y9,FBgn0035078
Q9W125,FBgn0035046
Q9VN64,FBgn0037283
Q9VF23,FBgn0038373
Q8IQF3,FBgn0052081
Q9VS00,FBgn0035724
Q960W6,FBgn0034142
Q9VCQ3,FBgn0039058
Q8MME7,FBgn0050275
Q9VEG5,FBgn0038539
Q86NT5,FBgn0029154
A1ZBF7,FBgn0028669
Q7K209,FBgn0033735
Q9W3A0,FBgn0030078
Q8T3V7,FBgn0051803
P48588,FBgn0086472
Q9W4I5,FBgn0025612
Q9VKP4,FBgn0260453
A8QI20,FBgn0085692
Q7KTA9,FBgn0028848
M9PGL7,FBgn0016041
Q8IMW8,FBgn0053340
Q9VK40,FBgn0032471
Q7KSC4,FBgn0038662
Q8T421,FBgn0051910
Q7JUS1,FBgn0050491
Q24239,FBgn0016762
Q9VAF7,FBgn0039707
Q9VKF7,FBgn0032372
Q9VKP2,FBgn0069354
A0A023GQA5,FBgn0002031
Q9VPX7,FBgn0261458
A1Z9G7,FBgn0033863
A8DYI6,FBgn0010551
Q9VV72,FBgn0026061
Q9VM12,FBgn0031913
Q8T4D6,FBgn0037862
Q9VMI3,FBgn0031771
B9ER12,FBgn0263033
P02517,FBgn0001225
Q8T3Z0,FBgn0035638
A1Z7N3,FBgn0033371
Q9VHX4,FBgn0037537
Q7KVA7,FBgn0013811
Q9VPV1,FBgn0031292
Q24154,FBgn0016726
Q7KVQ8,FBgn0030218
Q9VD23,FBgn0038952
Q9VFF0,FBgn0038271
Q9VGD9,FBgn0051358
Q6NLJ5,FBgn0050366
A1ZAU0,FBgn0050103
A0A0B4LGC0,FBgn0020370
Q9V3Y4,FBgn0027786
M9NEV7,FBgn0032897
Q9VBQ5,FBgn0039341
Q9VDR4,FBgn0051213
A0A140SRF8,FBgn0039303
Q9W0F5,FBgn0035218
P17336,FBgn0000261
A1ZAF6,FBgn0029153
Q9VFL8,FBgn0038213
H5V8B8,FBgn0260439
A0A0B4LES3,FBgn0033005
Q8IPD2,FBgn0051874
Q95V50,FBgn0046697
Q4V6M1,FBgn0287788
Q24372,FBgn0010238
A1Z9T6,FBgn0033954
Q9W083,FBgn0035273
A0A0B4KG52,FBgn0038233
Q86BP1,FBgn0038326
Q9VFT7,FBgn0038163
Q8MSI2,FBgn0020908
Q8INI3,FBgn0051347
Q8T8W3,FBgn0016693
Q9VXN8,FBgn0030696
Q7KE32,FBgn0043533
A1Z7D7,FBgn0050364
Q9VR92,FBgn0031108
O18335,FBgn0015790
Q9W2S6,FBgn0030224
Q8IN49,FBgn0051195
Q9W1D3,FBgn0034957
Q6AWN0,FBgn0052068
Q9VMR6,FBgn0031703
Q9VD20,FBgn0263048
Q9VI33,FBgn0037455
Q9V7D2,FBgn0022097
Q86BM2,FBgn0052988
Q9VP96,FBgn0037035
Q9VBJ6,FBgn0039398
Q9VK83,FBgn0032434
Q9W335,FBgn0028327
A1Z7P1,FBgn0033377
A0A0B4KFZ7,FBgn0037715
A0A0B4KFW5,FBgn0028372
Q9VG22,FBgn0038089
Q86BI4,FBgn0014163
Q9VGU6,FBgn0042094
Q9V9X3,FBgn0039850
Q8IRH0,FBgn0261243
Q8I0G5,FBgn0028968
Q9VEM4,FBgn0038486
Q95083,FBgn0016697
Q9VJ19,FBgn0086710
Q9VXP5,FBgn0030691
Q9VJC3,FBgn0032649
A1Z7H8,FBgn0033321
Q9VPS5,FBgn0011244
Q7KN75,FBgn0027835
A1ZAM7,FBgn0034175
Q8IP17,FBgn0051816
M9MSK7,FBgn0266084
Q9W1K6,FBgn0034898
Q7KUG5,FBgn0053489
Q95T35,FBgn0035240
Q01604,FBgn0250906
Q9VEY5,FBgn0038400
Q9VAJ9,FBgn0039674
Q9VNT3,FBgn0037172
O46199,FBgn0015584
Q9W3K9,FBgn0029994
Q9VWZ3,FBgn0283476
Q9VR43,FBgn0031644
Q9VVT2,FBgn0036816
Q9VSA3,FBgn0035811
Q8T970,FBgn0051644
Q8IMH4,FBgn0000416
X2JDA5,FBgn0001145
A0A0B7P7M6,FBgn0262123
A1Z867,FBgn0033504
Q8T8Y8,FBgn0050393
Q9VYR5,FBgn0030359
Q8INZ7,FBgn0052832
Q9I7T5,FBgn0035473
X2J9R2,FBgn0021944
Q9VP61,FBgn0012034
Q9V7Y2,FBgn0010591
Q9VNK8,FBgn0037398
Q9VPE2,FBgn0037001
Q960M4,FBgn0038570
Q9VL66,FBgn0032162
Q8T4C4,FBgn0036568
A1Z9B0,FBgn0033818
P18935,FBgn0013678
Q8MLR1,FBgn0266377
Q9GQQ0,FBgn0086676
Q7K1W4,FBgn0034406
A1Z729,FBgn0033205
Q9VMK1,FBgn0031757
Q9V3Q7,FBgn0038690
E1JHL3,FBgn0261349
Q9VYM2,FBgn0030396
Q8IQZ7,FBgn0024238
Q9VPT2,FBgn0031279
O61491,FBgn0024754
Q0E9B6,FBgn0033699
P48810,FBgn0004237
Q9VY05,FBgn0030593
Q9VBF5,FBgn0039425
Q0E8P1,FBgn0032774
A8JQT2,FBgn0085454
Q960D4,FBgn0025628
A1A709,FBgn0085327
A0A0B4K790,FBgn0013995
Q5LJN2,FBgn0046698
Q9V9T4,FBgn0027620
Q9VZ67,FBgn0040850
Q9W1S3,FBgn0034844
Q9VF53,FBgn0267408
Q9VYN5,FBgn0030384
A0A0B4KEK7,FBgn0033669
Q9VP02,FBgn0043783
Q9VZJ8,FBgn0035484
P06605,FBgn0003885
A1Z6L9,FBgn0026761
Q7JWU2,FBgn0033680
A0A0S0X8W1,FBgn0267592
Q9W3J8,FBgn0030004
A0A0B4K7L9,FBgn0263271
Q8IPY5,FBgn0051948
A1ZBQ7,FBgn0034477
Q8T4A3,FBgn0037101
Q9VHP0,FBgn0263231
Q7K172,FBgn0034176
Q9VP67,FBgn0037059
A0A0B4KGG1,FBgn0037565
A8QI34,FBgn0267363
Q9VWF3,FBgn0031045
Q8SXY6,FBgn0045866
Q95TZ4,FBgn0037988
Q9W555,FBgn0028969
Q9VFT4,FBgn0015778
A1Z9B2,FBgn0033819
Q9VJC4,FBgn0032648
Q0KI07,FBgn0083966
Q9VM14,FBgn0283658
A4V3G1,FBgn0000064
P00850,FBgn0013672
Q8IN79,FBgn0051231
Q9VDT1,FBgn0038742
Q9W100,FBgn0035069
A1Z9J3,FBgn0013733
Q9VG36,FBgn0038078
P46222,FBgn0013325
Q9VDW9,FBgn0038706
O46052,FBgn0023540
Q7JRQ1,FBgn0053140
Q7KVJ6,FBgn0265187
A1Z7N0,FBgn0033369
Q9Y166,FBgn0027610
Q9V3Q0,FBgn0028858
A4UZR3,FBgn0003748
P61851,FBgn0003462
Q9VK88,FBgn0032431
X2JE60,FBgn0266098
Q9VGD8,FBgn0037985
A8DYC7,FBgn0085264
A1Z943,FBgn0261625
Q8SWX6,FBgn0039265
Q9VDX9,FBgn0051245
Q9VI03,FBgn0037514
P17704,FBgn0005533
P91929,FBgn0019957
Q9VN50,FBgn0037270
A1Z9V3,FBgn0033969
Q7KU14,FBgn0031407
Q9VST4,FBgn0035957
P84345,FBgn0013673
Q8MLT8,FBgn0050278
Q9W4S5,FBgn0029658
A0A0B4LG30,FBgn0034463
Q8SXR7,FBgn0034999
Q9VYY2,FBgn0030306
Q0KI77,FBgn0038067
Q9W4Y1,FBgn0040376
Q9VH24,FBgn0051477
P20349,FBgn0001281
Q9VMU0,FBgn0031684
X2JGK6,FBgn0036211
P12982,FBgn0004103
Q9VVU8,FBgn0036830
Q9VJG0,FBgn0026150
Q9VG69,FBgn0038049
A1ZBT3,FBgn0034502
Q9VN13,FBgn0037239
Q9VLI6,FBgn0032061
Q9VHW0,FBgn0037547
A1Z8V6,FBgn0033705
A1Z7D9,FBgn0050363
Q8MSL1,FBgn0051391
Q8IMJ2,FBgn0051029
Q9VWN3,FBgn0030975
Q9VVH0,FBgn0036723
O01666,FBgn0020235
Q9VCN4,FBgn0039070
Q9VDY0,FBgn0038697
Q0E8T1,FBgn0250847
Q9VLC5,FBgn0012036
P54611,FBgn0283535
A1Z9G6,FBgn0033862
Q9VRD4,FBgn0031143
Q9VKW5,FBgn0032242
A0A0B4JCS8,FBgn0261686
A1ZBJ2,FBgn0034432
Q9VPL8,FBgn0031235
Q8MMD3,FBgn0035060
Q9VY83,FBgn0030525
Q8SXF2,FBgn0039529
Q9W1B9,FBgn0034968
Q9W1U2,FBgn0034826
O18404,FBgn0021765
Q9VM79,FBgn0031861
Q7KN85,FBgn0020236
Q94523,FBgn0261439
Q9VIY1,FBgn0032769
Q9VQ17,FBgn0031345
Q8MSJ9,FBgn0034566
Q7KN97,FBgn0027580
Q9VB46,FBgn0015737
B4ZJ91,FBgn0259952
Q9VA73,FBgn0028646
Q9VUZ0,FBgn0011016
Q8SX97,FBgn0036222
Q9VCW1,FBgn0039006
Q9VG87,FBgn0038032
Q94511,FBgn0017566
Q9W3L0,FBgn0029993
A0A0B4KH94,FBgn0285925
P19967,FBgn0000406
P91938,FBgn0020653
C0PDF4,FBgn0042138
Q9VD15,FBgn0038960
Q9W3R8,FBgn0029942
Q9VYI7,FBgn0052650
Q9VSM7,FBgn0052351
A4V4A5,FBgn0020255
Q9VCI4,FBgn0039113
P15357,FBgn0003942
Q9VP57,FBgn0259785
X2JAD3,FBgn0028540
Q9VU17,FBgn0036316
Q7JQR3,FBgn0033814
Q24208,FBgn0263740
Q9VIX9,FBgn0032771
Q9VIB2,FBgn0037506
Q9VY65,FBgn0040871
Q9V9S8,FBgn0266268
O02195,FBgn0015834
P38979,FBgn0003517
Q2PDQ0,FBgn0054027
Q9VKC8,FBgn0032397
Q9W3X5,FBgn0029890
Q86BI5,FBgn0053060
Q8T8W0,FBgn0033286
Q6NR72,FBgn0034885
Q9VW72,FBgn0036931
Q8IRH9,FBgn0035197
M9PGV7,FBgn0003371
Q7JUS9,FBgn0034497
Q8T3Y0,FBgn0259794
Q9VF27,FBgn0017567
Q9W0B8,FBgn0025725
Q7K3R0,FBgn0034127
Q9W392,FBgn0030086
Q9VE97,FBgn0038598
Q9VSD6,FBgn0026252
Q0E8X7,FBgn0250838
Q8I725,FBgn0037370
Q8MR63,FBgn0052445
Q9U9Q4,FBgn0022023
Q7JRP4,FBgn0033610
P18932,FBgn0013684
Q9VDE2,FBgn0038858
Q9I7J1,FBgn0038744
P03896,FBgn0013680
Q9VAC4,FBgn0039735
Q9VT87,FBgn0036075
A1Z7S3,FBgn0002567
Q8IQG3,FBgn0028667
A0A0B4LFZ4,FBgn0286784
A8Y5B7,FBgn0267432
Q8MSM7,FBgn0052181
Q9VH61,FBgn0037759
B7Z064,FBgn0259739
M9PHG2,FBgn0011661
Q8SY53,FBgn0032015
Q5BI51,FBgn0033283
Q7JVN4,FBgn0050362
M9MRD1,FBgn0261836
Q9VU29,FBgn0036328
Q9W2J4,FBgn0027073
Q9VVX5,FBgn0026630
A1Z905,FBgn0050334
Q07171,FBgn0010225
Q9W499,FBgn0029785
A8DYC5,FBgn0085468
A0A0B4LGE9,FBgn0264299
Q9VN14,FBgn0037240
Q9VJC6,FBgn0013810
Q9VQY5,FBgn0031596
Q9VV75,FBgn0250814
Q9VXK0,FBgn0030724
P07909,FBgn0001215
Q8T0L3,FBgn0023143
Q7KTX4,FBgn0053286
Q9VNW4,FBgn0037147
Q7K2W2,FBgn0033149
M9PGG0,FBgn0037182
Q9VGJ2,FBgn0025821
Q9VFV9,FBgn0038145
Q9VEK4,FBgn0038506
Q9VB10,FBgn0039537
Q9VEQ1,FBgn0038462
Q9VIJ0,FBgn0032889
M9NED4,FBgn0030320
Q7KT70,FBgn0001987
Q9V405,FBgn0028686
M9PDW3,FBgn0085446
Q9VLV3,FBgn0053121
Q9VDL4,FBgn0038804
Q8T429,FBgn0037038
Q107I8,FBgn0045761
Q9VA18,FBgn0010808
Q9VJC5,FBgn0032647
A0A0B4LH20,FBgn0287844
O97477,FBgn0025885
M9PF25,FBgn0011206
Q9VK12,FBgn0032494
Q5BIE4,FBgn0034394
Q9VN93,FBgn0260462
Q9VVA6,FBgn0021768
Q8IRW8,FBgn0023518
Q9VDC0,FBgn0038878
Q9VMD9,FBgn0011722
Q9W4J7,FBgn0029712
Q7KVQ7,FBgn0052675
Q9V3H2,FBgn0028694
Q9VTR6,FBgn0028573
Q9W0M4,FBgn0035165
A0A0B4KH25,FBgn0001197
Q7KMQ0,FBgn0028687
Q9W4E6,FBgn0029745
P91926,FBgn0264855
A0A0B4K7U5,FBgn0020279
M9PBZ9,FBgn0015218
Q9V4E6,FBgn0039914
Q8IQ72,FBgn0041232
Q9VX82,FBgn0065032
Q7KTA0,FBgn0003255
Q9VNC0,FBgn0037329
Q95RE4,FBgn0022959
Q9VB81,FBgn0039481
O15971,FBgn0015789
A1ZA77,FBgn0034059
G3JX28,FBgn0265991
P22769,FBgn0004066
P91941,FBgn0020765
Q07327,FBgn0004574
Q8IQH0,FBgn0013997
M9PFX4,FBgn0036881
P32748,FBgn0000447
Q9VFV0,FBgn0038153
Q9VEH0,FBgn0038535
A0A0B4JD15,FBgn0050054
Q9W058,FBgn0035298
Q9VUH4,FBgn0036446
E1JI84,FBgn0035944
A0A0B4KI37,FBgn0263289
A0A0B4KHN3,FBgn0263289
Q9VGA1,FBgn0042206
Q9VXJ0,FBgn0030731
Q9VUK8,FBgn0027088
Q9VA77,FBgn0039769
Q9VN44,FBgn0087013
Q8SYL3,FBgn0020660
X2J8T8,FBgn0002856
P54622,FBgn0010438
P17210,FBgn0001308
Q8MS37,FBgn0284435
Q9VMU4,FBgn0261608
Q9VIF2,FBgn0032923
Q01989,FBgn0011225
Q95RV5,FBgn0050499
Q0KIE7,FBgn0011747
Q9VSC5,FBgn0035830
Q9VYX8,FBgn0030309
A1Z8H7,FBgn0033603
Q9V3U6,FBgn0250848
Q9W2Z6,FBgn0052694
Q9W1T1,FBgn0034837
Q9VCR9,FBgn0039043
Q9W289,FBgn0034697
Q9VQF7,FBgn0031453
E2QD73,FBgn0000479
A1Z934,FBgn0033761
O77434,FBgn0260855
M9PHE1,FBgn0030376
Q9W5C2,FBgn0040340
M9MRJ4,FBgn0261836
Q9W373,FBgn0030102
Q7JVI3,FBgn0033902
Q9VQZ5,FBgn0031603
O76268,FBgn0024947
