Accession,FBgn
Q9VCA8,FBgn0043884
Q9VCC6,FBgn0039156
Q9VCH1,FBgn0260634
Q9VCH8,FBgn0039117
Q9VCK0,FBgn0040227
Q9VCN3,FBgn0039071
Q9VCX3,FBgn0263863
Q9VCY1,FBgn0038989
Q9VD02,FBgn0038972
Q9VD52,FBgn0038927
Q9VD58,FBgn0038922
Q9VDE2,FBgn0038858
Q9VDE5,FBgn0010770
Q9VDG5,FBgn0013995
Q9VDH8,FBgn0038834
Q9VDK7,FBgn0038810
Q9VDQ0,FBgn0260466
Q9VDS6,FBgn0038746
Q9VDT1,FBgn0038742
Q9VDW7,FBgn0038708
Q9VDY8,FBgn0267975
Q9VE04,FBgn0038678
Q9VE75,FBgn0028670
Q9VEA1,FBgn0026250
Q9VEB1,FBgn0262559
Q9VEB3,FBgn0038585
Q9VEH0,FBgn0038535
Q9VEJ0,FBgn0038519
Q9VEJ1,FBgn0025571
Q9VEK8,FBgn0028992
Q9VEN1,FBgn0014141
Q9VEN6,FBgn0038474
Q9VEP6,FBgn0038467
Q9VEQ2,FBgn0038461
Q9VEV5,FBgn0038426
Q9VEX6,FBgn0287225
Q9VEY5,FBgn0038400
Q9VEZ3,FBgn0027948
Q9VF23,FBgn0038373
Q9VF27,FBgn0017567
Q9VF51,FBgn0038349
Q9VF53,FBgn0267408
Q9VF89,FBgn0038319
Q9VFB2,FBgn0038307
Q9VFC7,FBgn0038294
Q9VFE4,FBgn0038277
Q9VFE6,FBgn0038275
Q9VFF0,FBgn0038271
Q9VFJ2,FBgn0038234
Q9VFN5,FBgn0038200
Q9VFP2,FBgn0264493
Q9VFR2,FBgn0038181
Q9VFT4,FBgn0015778
Q9VFV9,FBgn0038145
Q9VG05,FBgn0038108
Q9VG31,FBgn0002719
Q9VG69,FBgn0038049
Q9VG79,FBgn0000455
Q9VGA0,FBgn0038020
Q9VGF7,FBgn0260743
Q9VGM2,FBgn0037913
Q9VGN9,FBgn0037899
Q9VGP6,FBgn0264694
Q9VGP7,FBgn0037892
Q9VGQ1,FBgn0037891
Q9VGQ3,FBgn0037889
Q9VGR7,FBgn0037878
Q9VGS2,FBgn0037874
Q9VGS3,FBgn0037873
Q9VGW9,FBgn0261380
Q9VGZ3,FBgn0024957
Q9VH07,FBgn0040078
Q9VH64,FBgn0037756
Q9VH79,FBgn0037742
Q9VH81,FBgn0005777
Q9VHC0,FBgn0037707
Q9VHC7,FBgn0267790
Q9VHE5,FBgn0037686
Q9VHG4,FBgn0037671
Q9VHI1,FBgn0037657
Q9VHL2,FBgn0037632
Q9VHM8,FBgn0037616
Q9VHN6,FBgn0037608
Q9VHN7,FBgn0037607
Q9VHQ0,FBgn0051450
Q9VHR5,FBgn0037583
Q9VHR8,FBgn0037580
Q9VHS2,FBgn0040529
Q9VHS8,FBgn0037573
Q9VHT5,FBgn0037566
Q9VHX4,FBgn0037537
Q9VHY6,FBgn0037530
Q9VI17,FBgn0260766
Q9VI58,FBgn0037470
Q9VI82,FBgn0037489
Q9VIE8,FBgn0010100
Q9VIF0,FBgn0032925
Q9VIF2,FBgn0032923
Q9VIH1,FBgn0032906
Q9VIH9,FBgn0032899
Q9VII1,FBgn0032897
Q9VII7,FBgn0028986
Q9VIN9,FBgn0032849
Q9VIQ8,FBgn0032833
Q9VIW5,FBgn0032783
Q9VJ19,FBgn0086710
Q9VJ35,FBgn0032723
Q9VJ38,FBgn0032720
Q9VJ39,FBgn0032721
Q9VJ43,FBgn0015808
Q9VJ44,FBgn0032715
Q9VJ59,FBgn0032704
Q9VJ86,FBgn0284256
Q9VJ87,FBgn0086707
Q9VJD1,FBgn0032643
Q9VJD4,FBgn0032640
Q9VJG0,FBgn0026150
Q9VJG2,FBgn0032620
Q9VJJ0,FBgn0032596
Q9VJY9,FBgn0032515
Q9VJZ4,FBgn0032511
Q9VJZ7,FBgn0022069
Q9VK47,FBgn0032464
Q9VK60,FBgn0032453
Q9VK69,FBgn0032444
Q9VK85,FBgn0020443
Q9VKB0,FBgn0027081
Q9VKB4,FBgn0032408
Q9VKC1,FBgn0032404
Q9VKC8,FBgn0032397
Q9VKD3,FBgn0032393
Q9VKE2,FBgn0005664
Q9VKI8,FBgn0032350
Q9VKJ6,FBgn0027582
Q9VKM3,FBgn0010612
Q9VKM7,FBgn0053129
Q9VKM8,FBgn0053129
Q9VKP2,FBgn0069354
Q9VKQ3,FBgn0032298
Q9VKS9,FBgn0043825
Q9VKT1,FBgn0051872
Q9VKU3,FBgn0032261
Q9VKV1,FBgn0027611
Q9VKW1,FBgn0032246
Q9VKW5,FBgn0032242
Q9VKX2,FBgn0262782
Q9VKX4,FBgn0032236
Q9VKZ8,FBgn0032216
Q9VL01,FBgn0032213
Q9VL18,FBgn0032198
Q9VL50,FBgn0011584
Q9VL68,FBgn0032160
Q9VL69,FBgn0025700
Q9VL70,FBgn0040064
Q9VL71,FBgn0024285
Q9VL75,FBgn0010520
Q9VL89,FBgn0283478
Q9VL96,FBgn0032138
Q9VLB7,FBgn0004868
Q9VLC5,FBgn0012036
Q9VLJ9,FBgn0032053
Q9VLK2,FBgn0032050
Q9VLL3,FBgn0027932
Q9VLM5,FBgn0263852
Q9VLM8,FBgn0027094
Q9VLQ9,FBgn0032005
Q9VLS0,FBgn0031996
Q9VLT3,FBgn0267488
Q9VLT5,FBgn0011230
Q9VLT7,FBgn0031980
Q9VLU0,FBgn0031977
Q9VLV5,FBgn0261790
Q9VLY0,FBgn0031941
Q9VM05,FBgn0031920
Q9VM11,FBgn0031914
Q9VM12,FBgn0031913
Q9VM14,FBgn0283658
Q9VM18,FBgn0031908
Q9VM69,FBgn0026196
Q9VMA3,FBgn0000392
Q9VMB8,FBgn0031831
Q9VMB9,FBgn0031830
Q9VMD5,FBgn0031815
Q9VMH8,FBgn0031776
Q9VMI3,FBgn0031771
Q9VMI5,FBgn0031769
Q9VMN5,FBgn0031728
Q9VMR6,FBgn0031703
Q9VMS1,FBgn0015031
Q9VMT1,FBgn0003716
Q9VMU0,FBgn0031684
Q9VMU4,FBgn0261608
Q9VMX4,FBgn0262467
Q9VMY1,FBgn0031651
Q9VN13,FBgn0037239
Q9VN14,FBgn0037240
Q9VN21,FBgn0263594
Q9VN25,FBgn0037249
Q9VN39,FBgn0037261
Q9VN44,FBgn0087013
Q9VN50,FBgn0037270
Q9VN93,FBgn0260462
Q9VNA3,FBgn0037312
Q9VNA5,FBgn0250746
Q9VNB9,FBgn0037328
Q9VNC1,FBgn0037330
Q9VNE2,FBgn0250753
Q9VNE9,FBgn0037351
Q9VNH5,FBgn0037372
Q9VNQ3,FBgn0037199
Q9VNT5,FBgn0037170
Q9VNW6,FBgn0037146
Q9VNX4,FBgn0037138
Q9VNX6,FBgn0037137
Q9VP13,FBgn0037102
Q9VP18,FBgn0028663
Q9VP47,FBgn0037073
Q9VP57,FBgn0259785
Q9VP61,FBgn0012034
Q9VPC0,FBgn0016696
Q9VPE2,FBgn0037001
Q9VPF6,FBgn0036990
Q9VPH9,FBgn0036970
Q9VPJ9,FBgn0288229
Q9VPL0,FBgn0031229
Q9VPL3,FBgn0031231
Q9VPN5,FBgn0024352
Q9VPQ2,FBgn0031256
Q9VPQ7,FBgn0031260
Q9VPR1,FBgn0031263
Q9VPR2,FBgn0031264
Q9VPR4,FBgn0021874
Q9VPS5,FBgn0011244
Q9VPU8,FBgn0020305
Q9VPV7,FBgn0031296
Q9VPX5,FBgn0031310
Q9VPX6,FBgn0261458
Q9VQ35,FBgn0031357
Q9VQ79,FBgn0031392
Q9VQB4,FBgn0031418
Q9VQD7,FBgn0031436
Q9VQE0,FBgn0026479
Q9VQF7,FBgn0031453
Q9VQG4,FBgn0019830
Q9VQI5,FBgn0051694
Q9VQI7,FBgn0031479
Q9VQJ6,FBgn0031483
Q9VQK7,FBgn0031493
Q9VQL1,FBgn0031497
Q9VQM2,FBgn0031505
Q9VQR2,FBgn0021967
Q9VQR8,FBgn0284253
Q9VR31,FBgn0031633
Q9VR62,FBgn0031194
Q9VR89,FBgn0027334
Q9VRD4,FBgn0031143
Q9VRD6,FBgn0031145
Q9VRD9,FBgn0031148
Q9VRL0,FBgn0035600
Q9VRL8,FBgn0035608
Q9VRP2,FBgn0035630
Q9VS02,FBgn0035726
Q9VS34,FBgn0035753
Q9VS57,FBgn0035771
Q9VSD6,FBgn0026252
Q9VSH0,FBgn0035868
Q9VSI1,FBgn0035878
Q9VSL4,FBgn0035906
Q9VSM6,FBgn0035915
Q9VSM7,FBgn0052351
Q9VSN9,FBgn0011509
Q9VSR5,FBgn0011787
Q9VSS2,FBgn0035947
Q9VSU6,FBgn0035964
Q9VSW1,FBgn0035978
Q9VT04,FBgn0036007
Q9VT61,FBgn0027567
Q9VTB0,FBgn0036096
Q9VTB4,FBgn0047038
Q9VTF8,FBgn0036135
Q9VTK9,FBgn0086254
Q9VTP4,FBgn0036213
Q9VTQ9,FBgn0036224
Q9VTU2,FBgn0011455
Q9VTU4,FBgn0036258
Q9VTY2,FBgn0036290
Q9VTZ4,FBgn0036298
Q9VTZ6,FBgn0036300
Q9VU35,FBgn0036334
Q9VU36,FBgn0036335
Q9VU58,FBgn0287423
Q9VU68,FBgn0260049
Q9VU76,FBgn0036365
Q9VU94,FBgn0029167
Q9VUC1,FBgn0026418
Q9VUJ1,FBgn0023174
Q9VUK8,FBgn0027088
Q9VUQ5,FBgn0087035
Q9VUR3,FBgn0036515
Q9VUV9,FBgn0263599
Q9VUX1,FBgn0036557
Q9VUY9,FBgn0003076
Q9VUZ0,FBgn0011016
Q9VV39,FBgn0285951
Q9VV42,FBgn0011693
Q9VV60,FBgn0027080
Q9VV75,FBgn0250814
Q9VVA6,FBgn0021768
Q9VVH5,FBgn0036728
Q9VVL7,FBgn0036762
Q9VVN2,FBgn0036774
Q9VVT8,FBgn0036821
Q9VVU1,FBgn0036824
Q9VVU2,FBgn0036825
Q9VVX4,FBgn0036853
Q9VW26,FBgn0022774
Q9VW54,FBgn0028695
Q9VW57,FBgn0036919
Q9VW59,FBgn0036921
Q9VW64,FBgn0036925
Q9VW68,FBgn0036927
Q9VWA1,FBgn0024814
Q9VWB4,FBgn0036969
Q9VWD1,FBgn0031066
Q9VWF8,FBgn0031040
Q9VWG3,FBgn0285947
Q9VWH4,FBgn0027291
Q9VWI0,FBgn0031021
Q9VWI3,FBgn0044030
Q9VWV4,FBgn0052549
Q9VWV6,FBgn0022355
Q9VX08,FBgn0030878
Q9VX36,FBgn0030853
Q9VXB5,FBgn0030786
Q9VXE0,FBgn0261791
Q9VXF1,FBgn0267912
Q9VXF6,FBgn0264077
Q9VXG4,FBgn0030749
Q9VXI1,FBgn0286508
Q9VXJ0,FBgn0030731
Q9VXK5,FBgn0030720
Q9VXK7,FBgn0030718
Q9VXN2,FBgn0014391
Q9VXN4,FBgn0027093
Q9VXP3,FBgn0030692
Q9VXQ0,FBgn0030686
Q9VXQ5,FBgn0027329
Q9VXR5,FBgn0030672
Q9VXY3,FBgn0030612
Q9VXY7,FBgn0030608
Q9VXZ0,FBgn0030605
Q9VY05,FBgn0030593
Q9VY28,FBgn0030572
Q9VY48,FBgn0030552
Q9VY63,FBgn0030538
Q9VY76,FBgn0052626
Q9VY87,FBgn0030521
Q9VYA7,FBgn0030504
Q9VYD9,FBgn0030478
Q9VYG8,FBgn0030451
Q9VYH8,FBgn0030438
Q9VYI3,FBgn0030433
Q9VYQ8,FBgn0030366
Q9VYQ9,FBgn0030365
Q9VYS3,FBgn0030354
Q9VYT3,FBgn0030344
Q9VYV3,FBgn0030329
Q9VYW4,FBgn0030321
Q9VYY2,FBgn0030306
Q9VZ69,FBgn0285926
Q9VZA4,FBgn0260657
Q9VZC8,FBgn0035541
Q9VZE6,FBgn0035524
Q9VZI1,FBgn0035499
Q9VZL1,FBgn0035473
Q9VZL3,FBgn0035471
Q9VZP5,FBgn0026259
Q9VZS5,FBgn0035422
Q9VZU4,FBgn0266582
Q9VZU7,FBgn0035402
Q9VZV8,FBgn0035393
Q9VZX6,FBgn0035374
Q9VZX9,FBgn0035371
Q9W057,FBgn0035299
Q9W058,FBgn0035298
Q9W086,FBgn0035272
Q9W0A8,FBgn0026372
Q9W0B8,FBgn0025725
Q9W0H6,FBgn0035203
Q9W0H8,FBgn0025682
Q9W0L7,FBgn0052479
Q9W0M4,FBgn0035165
Q9W0M7,FBgn0035162
Q9W0P5,FBgn0035147
Q9W0R0,FBgn0265574
Q9W0S6,FBgn0035122
Q9W0S7,FBgn0035121
Q9W114,FBgn0040666
Q9W124,FBgn0260456
Q9W125,FBgn0035046
Q9W141,FBgn0035032
Q9W199,FBgn0034986
Q9W1B9,FBgn0034968
Q9W1F7,FBgn0034936
Q9W1G0,FBgn0023477
Q9W1G6,FBgn0261794
Q9W1G7,FBgn0015268
Q9W1H8,FBgn0025352
Q9W1K0,FBgn0034902
Q9W1K4,FBgn0000562
Q9W1L1,FBgn0034893
Q9W1N3,FBgn0034877
Q9W1T1,FBgn0034837
Q9W1U6,FBgn0034822
Q9W227,FBgn0034753
Q9W229,FBgn0261596
Q9W253,FBgn0034727
Q9W2D9,FBgn0034654
Q9W2E8,FBgn0034645
Q9W2H8,FBgn0034618
Q9W2M2,FBgn0003748
Q9W2M4,FBgn0034583
Q9W2M8,FBgn0034579
Q9W2N0,FBgn0034577
Q9W2U4,FBgn0030208
Q9W2V9,FBgn0028331
Q9W2X6,FBgn0028342
Q9W327,FBgn0027084
Q9W335,FBgn0028327
Q9W366,FBgn0030109
Q9W374,FBgn0086450
Q9W392,FBgn0030086
Q9W3B2,FBgn0030067
Q9W3C2,FBgn0030061
Q9W3C4,FBgn0041629
Q9W3J5,FBgn0030007
Q9W3K9,FBgn0029994
Q9W3L4,FBgn0029990
Q9W3N1,FBgn0029975
Q9W3N9,FBgn0029969
Q9W3U0,FBgn0029924
Q9W3X5,FBgn0029890
Q9W3X6,FBgn0286222
Q9W3X7,FBgn0029888
Q9W3Y0,FBgn0029885
Q9W3Y3,FBgn0029882
Q9W401,FBgn0261955
Q9W402,FBgn0029868
Q9W414,FBgn0028685
Q9W457,FBgn0029823
Q9W499,FBgn0029785
Q9W4A6,FBgn0259994
Q9W4F7,FBgn0029737
Q9W4I3,FBgn0029718
Q9W4J4,FBgn0029715
Q9W4K0,FBgn0029709
Q9W4L1,FBgn0040907
Q9W4M7,FBgn0026083
Q9W4N8,FBgn0029687
Q9W4P5,FBgn0285910
Q9W4X7,FBgn0029629
Q9W4Z2,FBgn0040389
Q9W526,FBgn0040394
Q9W547,FBgn0023519
Q9W555,FBgn0028969
Q9W596,FBgn0259108
Q9W5E4,FBgn0001341
Q9W5N2,FBgn0040007
Q9W5R5,FBgn0040011
Q9W5R8,FBgn0064225
Q9W5W8,FBgn0031092
Q9W5X0,FBgn0031090
Q9XY35,FBgn0011227
Q9XZ10,FBgn0028671
Q9XZ19,FBgn0027524
Q9XZ53,FBgn0011336
Q9XZ58,FBgn0027053
Q9XZ61,FBgn0011327
Q9XZJ4,FBgn0263121
Q9Y0Y2,FBgn0027493
Q9Y102,FBgn0261258
Q9Y105,FBgn0027090
Q9Y112,FBgn0027552
Q9Y119,FBgn0027560
Q9Y125,FBgn0000416
Q9Y134,FBgn0001986
Q9Y162,FBgn0283469
Q9Y170,FBgn0041102
X2J4W8,FBgn0266449
X2J516,FBgn0000053
X2J5E8,FBgn0029174
X2J5G6,FBgn0005593
X2J5T3,FBgn0015797
X2J7U0,FBgn0004872
X2J8F5,FBgn0002563
X2J8Y6,FBgn0011559
X2JAF1,FBgn0029688
X2JAU0,FBgn0004657
X2JB25,FBgn0005391
X2JC31,FBgn0000319
X2JC35,FBgn0002579
X2JCS6,FBgn0014026
X2JCV2,FBgn0002565
X2JDA5,FBgn0001145
X2JDI1,FBgn0004177
X2JE06,FBgn0032518
X2JEB6,FBgn0026415
X2JEM4,FBgn0030136
X2JEU5,FBgn0030480
X2JEX8,FBgn0004047
X2JEY5,FBgn0052626
X2JF59,FBgn0040309
X2JFG0,FBgn0003189
X2JG90,FBgn0023177
X2JIQ5,FBgn0029897
