Accession,FBgn
Q7KUW3,FBgn0052549
A1Z7P1,FBgn0033377
Q23978,FBgn0086347
Q9VHW9,FBgn0037541
Q9VSW2,FBgn0035978
P49657,FBgn0259168
Q8MRW1,FBgn0267976
Q9VCE7,FBgn0020647
Q7K1M4,FBgn0033434
Q9VUW9,FBgn0259824
Q9VSS1,FBgn0086706
Q9VTC1,FBgn0036104
Q9VKV1,FBgn0027611
Q7K4N3,FBgn0022942
Q9VRD6,FBgn0031145
Q0E8F2,FBgn0052103
Q8MSQ2,FBgn0034184
P51592,FBgn0002431
Q9VYM7,FBgn0259143
Q9VXA3,FBgn0024941
P02517,FBgn0001225
Q00168,FBgn0264607
Q9VGW7,FBgn0037834
Q9W1K4,FBgn0000562
P49071,FBgn0013987
O62602,FBgn0261524
Q4U2G8,FBgn0034436
Q9V460,FBgn0040273
A1Z7A6,FBgn0050372
Q24046,FBgn0015776
P40797,FBgn0013726
A8DY77,FBgn0028408
O76742,FBgn0015795
P18459,FBgn0005626
Q9VML2,FBgn0043362
P91938,FBgn0020653
P41126,FBgn0011272
Q9VRP2,FBgn0035630
Q9V4E5,FBgn0025936
P31409,FBgn0005671
Q9NII1,FBgn0026086
E1JI13,FBgn0000414
Q8MQN6,FBgn0029706
Q9VC96,FBgn0011785
Q7K0S5,FBgn0034372
Q9V9E3,FBgn0033005
Q94522,FBgn0004888
Q8SZ46,FBgn0286852
Q7KTP7,FBgn0264743
Q9V9J3,FBgn0264959
Q07407,FBgn0010389
Q7KM03,FBgn0005640
P48609,FBgn0013762
Q9VYB2,FBgn0030499
Q9VNC7,FBgn0051547
P11147,FBgn0266599
Q7PLG1,FBgn0287183
Q960E6,FBgn0027079
P17704,FBgn0005533
P51140,FBgn0000499
P00528,FBgn0262733
Q9VI64,FBgn0037472
Q9VDY5,FBgn0038693
P08111,FBgn0002121
Q9VDT1,FBgn0038742
Q9VT00,FBgn0036004
Q7K3N1,FBgn0033973
Q9VP05,FBgn0037109
A1ZAB5,FBgn0034087
P02828,FBgn0001233
Q9V3J8,FBgn0040066
Q7KSD3,FBgn0023083
Q9VS41,FBgn0035756
Q9VH10,FBgn0261928
Q7KSB3,FBgn0261550
Q9VUR0,FBgn0036512
Q86B91,FBgn0261649
E1NZB4,FBgn0086675
Q9VZ20,FBgn0030276
Q9VCX3,FBgn0263863
P07764,FBgn0000064
Q9VVS6,FBgn0036813
Q8IGI4,FBgn0037356
Q9VT33,FBgn0036030
Q9V9S7,FBgn0039883
Q9VHG1,FBgn0285911
Q9W1X4,FBgn0010660
A1Z7V9,FBgn0033426
Q9VZI3,FBgn0035498
O62621,FBgn0025724
Q9VKJ3,FBgn0262647
A8JUV0,FBgn0265630
E2QCY9,FBgn0004575
P33438,FBgn0001114
Q9VY93,FBgn0030518
O18399,FBgn0003116
Q9VIM5,FBgn0032859
Q9VXR5,FBgn0030672
Q9W1F4,FBgn0034939
Q8SZM8,FBgn0038462
Q9VIE8,FBgn0010100
Q9VM93,FBgn0046704
Q9W0S7,FBgn0035121
P13709,FBgn0004656
Q9VHC7,FBgn0267790
Q8T9B6,FBgn0004132
A1ZA22,FBgn0034029
O97182,FBgn0001961
Q0E8G6,FBgn0035987
Q9V416,FBgn0028879
O97102,FBgn0264922
O61366,FBgn0024232
Q7JQL5,FBgn0034110
Q8IMK1,FBgn0083969
P41043,FBgn0010226
Q5U0Y0,FBgn0022764
Q7KNA0,FBgn0027607
Q9VVL7,FBgn0036762
Q8T8R1,FBgn0034802
A1Z7J6,FBgn0033339
Q9VSM4,FBgn0017429
Q9W402,FBgn0029868
Q9VUB9,FBgn0036402
Q9W552,FBgn0014411
Q9VZQ8,FBgn0035438
Q9VG01,FBgn0283438
Q7KUD4,FBgn0036053
B7Z0Q1,FBgn0259178
P37276,FBgn0261797
O18333,FBgn0014009
Q9W5N2,FBgn0040007
Q9W4N8,FBgn0029687
Q9VKW1,FBgn0032246
P48555,FBgn0015286
Q7JR83,FBgn0034491
Q7KNM2,FBgn0010602
P35415,FBgn0003149
Q9VQ94,FBgn0262126
Q8MTU4,FBgn0050185
P04146,FBgn0013437
Q8T079,FBgn0043456
Q9W3R0,FBgn0029950
Q24368,FBgn0011604
Q9W0E1,FBgn0035229
Q9W0Q2,FBgn0035141
Q7KSF4,FBgn0014141
A1Z7S4,FBgn0033391
Q8MMD2,FBgn0035060
Q9VYG3,FBgn0030456
P02518,FBgn0001226
P21914,FBgn0014028
Q9VED7,FBgn0038564
Q7K012,FBgn0025716
Q08473,FBgn0263396
Q27597,FBgn0015623
Q9VYY3,FBgn0030305
Q9VP46,FBgn0037074
Q24574,FBgn0016756
Q7KN62,FBgn0286784
P40945,FBgn0013749
Q9VH01,FBgn0266717
Q8T922,FBgn0032474
Q94901,FBgn0011640
Q9VPQ3,FBgn0031257
Q7KSN8,FBgn0051368
Q9VQ62,FBgn0031381
P54359,FBgn0014029
Q8MSW0,FBgn0027086
Q9VM33,FBgn0263133
Q9W4V8,FBgn0250874
Q9VWH7,FBgn0027621
Q961L4,FBgn0033188
Q9VLL5,FBgn0014417
Q9VI84,FBgn0037491
Q9VHR5,FBgn0037583
Q9VLU5,FBgn0031972
P54367,FBgn0015024
A1Z8G0,FBgn0050021
Q0KHU5,FBgn0052699
Q8MRV7,FBgn0030686
Q8MQJ9,FBgn0010300
P40421,FBgn0265959
P55935,FBgn0010408
Q9VS34,FBgn0035753
Q86BY9,FBgn0250850
Q9VSY4,FBgn0035989
Q8I077,FBgn0028476
Q9VLB7,FBgn0004868
P16554,FBgn0002973
Q9V7D2,FBgn0022097
Q9W3M3,FBgn0260970
Q9VJE6,FBgn0032633
Q8INK9,FBgn0267376
P32100,FBgn0005593
Q8MQS7,FBgn0262782
Q9VDH3,FBgn0038839
P46223,FBgn0014026
O97477,FBgn0025885
Q7KN99,FBgn0261285
Q8IR16,FBgn0004227
Q9W107,FBgn0035064
Q8IN94,FBgn0261885
Q59E34,FBgn0262519
Q9V4E0,FBgn0039909
A1ZAX1,FBgn0034258
Q9VHE5,FBgn0037686
Q9VIV0,FBgn0032796
Q9VKF0,FBgn0032378
P17210,FBgn0001308
Q9VKK1,FBgn0283682
P54397,FBgn0013269
Q9NCC3,FBgn0040475
Q95RB1,FBgn0037220
Q9W350,FBgn0040236
P48610,FBgn0000116
Q9VUJ3,FBgn0261090
Q9VSU6,FBgn0035964
Q7KKI0,FBgn0010621
P02516,FBgn0001224
Q9VNB9,FBgn0037328
Q9VAU5,FBgn0039590
Q9W3N1,FBgn0029975
Q8IGC5,FBgn0027081
Q9VTV3,FBgn0022709
Q7YU24,FBgn0029870
O18640,FBgn0020618
Q9V470,FBgn0029118
Q9VW12,FBgn0036887
Q9VLM3,FBgn0032036
Q9W237,FBgn0034743
H5V8B8,FBgn0260439
Q8MSV2,FBgn0052423
P25822,FBgn0003165
Q8T3U2,FBgn0033912
P54352,FBgn0000536
Q868Z9,FBgn0003137
Q9VPC3,FBgn0037017
Q9VT99,FBgn0052062
Q9VJ71,FBgn0032693
O17311,FBgn0023174
P02299,FBgn0001199
P02299,FBgn0051613
P02299,FBgn0053803
P02299,FBgn0053806
P02299,FBgn0053809
P02299,FBgn0053812
P02299,FBgn0053815
P02299,FBgn0053818
P02299,FBgn0053821
P02299,FBgn0053824
P02299,FBgn0053827
P02299,FBgn0053830
P02299,FBgn0053833
P02299,FBgn0053836
P02299,FBgn0053839
P02299,FBgn0053842
P02299,FBgn0053845
P02299,FBgn0053848
P02299,FBgn0053851
P02299,FBgn0053854
P02299,FBgn0053857
P02299,FBgn0053860
P02299,FBgn0053863
P02299,FBgn0053866
Q94518,FBgn0086904
Q01617,FBgn0263995
Q9VTM6,FBgn0036198
P55830,FBgn0017545
Q9VE91,FBgn0038603
P48461,FBgn0003134
Q9VCC0,FBgn0029503
Q9W0Y1,FBgn0035083
Q9VL70,FBgn0040064
P18824,FBgn0000117
Q9VIL0,FBgn0261787
Q9VXK0,FBgn0030724
Q9VKW5,FBgn0032242
Q8MT18,FBgn0039358
Q7KVX1,FBgn0028325
Q9VTY2,FBgn0036290
Q9VAC1,FBgn0039737
Q7JWF1,FBgn0286783
Q5BID1,FBgn0037926
A1Z803,FBgn0033451
Q9VYA0,FBgn0030512
Q9VC57,FBgn0039213
E1JJM0,FBgn0285926
Q9U4U2,FBgn0015221
A8DZ03,FBgn0259984
O76206,FBgn0014930
Q7KMJ6,FBgn0027548
P05990,FBgn0003189
Q9VAC4,FBgn0039735
Q7KPX5,FBgn0024326
Q9VCH8,FBgn0039117
Q8SY66,FBgn0003447
Q8T076,FBgn0033897
Q7JVX4,FBgn0034646
Q9VHE4,FBgn0037687
Q8SYD9,FBgn0034433
Q9VCC2,FBgn0039160
Q8SYG2,FBgn0027055
B7YZW3,FBgn0259735
Q9W092,FBgn0022702
Q7K9H6,FBgn0026369
Q9VEV1,FBgn0044826
Q9VUC1,FBgn0026418
Q9VT59,FBgn0036052
P40796,FBgn0011638
Q9W0S9,FBgn0024806
Q7KVD1,FBgn0024277
Q8SZM2,FBgn0032538
P35381,FBgn0011211
Q0E9B6,FBgn0033699
Q9W0E8,FBgn0043458
Q9W1V3,FBgn0003062
Q9VY98,FBgn0030514
P25007,FBgn0004432
Q9VI75,FBgn0086372
Q8SWY7,FBgn0037469
A8JV22,FBgn0030038
Q7K1H5,FBgn0034000
P82890,FBgn0040077
A1Z6H9,FBgn0085414
A8JQV3,FBgn0037525
Q9VTZ4,FBgn0036298
Q9VJZ6,FBgn0032509
O96651,FBgn0026015
Q8MRW3,FBgn0026738
Q9VRL1,FBgn0035601
Q9V345,FBgn0027054
Q9VSI1,FBgn0035878
P25161,FBgn0261396
Q9VCK0,FBgn0040227
Q9VQM2,FBgn0031505
P08630,FBgn0003502
Q9VH69,FBgn0261599
P46824,FBgn0010235
Q24210,FBgn0013759
Q9VYQ9,FBgn0030365
Q9VDE5,FBgn0010770
P21187,FBgn0265297
P14130,FBgn0004403
P14130,FBgn0004404
Q7PLI7,FBgn0261387
P22817,FBgn0001247
Q9V3L6,FBgn0022943
Q9V7N5,FBgn0262511
P39018,FBgn0010412
Q9NBK5,FBgn0003744
Q9VF56,FBgn0038344
Q9VPE2,FBgn0037001
Q8SXY6,FBgn0045866
P91632,FBgn0262737
Q8IQW5,FBgn0031037
Q9VIF7,FBgn0023388
Q7YZA2,FBgn0030091
Q8SYF0,FBgn0032210
Q9VGQ1,FBgn0037891
Q8STG9,FBgn0086357
Q8T8W3,FBgn0016693
P04359,FBgn0002626
Q9VEB1,FBgn0262559
Q9VUH6,FBgn0036448
Q7KMQ6,FBgn0026379
Q24388,FBgn0002565
P13496,FBgn0001108
Q9W5T4,FBgn0250830
Q9XZ14,FBgn0027528
Q9V3D0,FBgn0001995
Q8T6B9,FBgn0028577
Q9GU68,FBgn0285952
A8DYB7,FBgn0033739
Q9VWD2,FBgn0031065
Q9VUY9,FBgn0003076
D3DML3,FBgn0044323
Q9VRD9,FBgn0031148
Q9VBU7,FBgn0039302
O77237,FBgn0025574
Q9W1Q4,FBgn0034860
Q00963,FBgn0250788
Q9W495,FBgn0029789
Q94883,FBgn0015664
Q9VWI2,FBgn0031020
Q9VKI8,FBgn0032350
Q9VNC9,FBgn0037336
Q9GQN5,FBgn0039338
Q9VBH7,FBgn0039407
Q9V9T9,FBgn0270927
Q9VTB4,FBgn0047038
Q9VMU0,FBgn0031684
Q9W4F8,FBgn0029736
P36241,FBgn0285950
Q9VXZ8,FBgn0027601
Q9VZG5,FBgn0263110
P09180,FBgn0003279
Q9VNX0,FBgn0037142
Q9VCH4,FBgn0015513
L0MLI5,FBgn0053978
Q9U9Q4,FBgn0022023
Q95U46,FBgn0036824
P45594,FBgn0011726
Q9VWE0,FBgn0043903
Q9VHK6,FBgn0037637
Q7K1W5,FBgn0034027
Q9VXK8,FBgn0030717
Q9VY15,FBgn0030582
Q9VGH7,FBgn0051116
Q9VGX3,FBgn0266446
Q9VGX3,FBgn0266448
Q9VGX3,FBgn0266451
Q9VES1,FBgn0038453
Q11002,FBgn0012051
Q7K3V6,FBgn0033184
Q0E8J0,FBgn0035357
Q9VPK3,FBgn0051974
Q9W1Y3,FBgn0034789
Q9V3G1,FBgn0261602
Q9W2U7,FBgn0261710
Q9VZU7,FBgn0035402
Q960C0,FBgn0032514
Q9VXN2,FBgn0014391
Q9VCM6,FBgn0039075
Q9XTL9,FBgn0004507
Q9VQ79,FBgn0031392
Q9VQU8,FBgn0263846
Q9VID5,FBgn0032938
Q8T3P0,FBgn0037138
Q9I7S8,FBgn0020513
Q7KMM4,FBgn0027588
Q9VA76,FBgn0039770
B7YZL3,FBgn0034420
Q9VJH2,FBgn0051739
Q9XYZ5,FBgn0260962
Q9VGW9,FBgn0261380
Q9VL78,FBgn0029174
Q9VG82,FBgn0038037
A8JMD5,FBgn0085385
Q01604,FBgn0250906
Q9W457,FBgn0029823
Q9VQ26,FBgn0051935
P12297,FBgn0003638
Q9VFF0,FBgn0038271
P41042,FBgn0011284
Q95U38,FBgn0037643
Q9VDC3,FBgn0043012
Q86NR4,FBgn0042712
Q7JRC0,FBgn0033624
Q960M4,FBgn0038570
Q9XZE0,FBgn0026777
P19109,FBgn0003261
Q9W4X4,FBgn0267350
Q9VGI1,FBgn0037949
P41572,FBgn0004654
P82295,FBgn0026189
P41092,FBgn0285948
Q8T4G5,FBgn0036702
B7Z0X3,FBgn0266098
A1YK81,FBgn0039004
A8DYW5,FBgn0028703
P91927,FBgn0284252
Q76NQ0,FBgn0053303
P45888,FBgn0011742
Q9VDS0,FBgn0038752
P35122,FBgn0010288
Q9W2V2,FBgn0052683
Q9VU19,FBgn0036318
Q9VWH4,FBgn0027291
Q9VKJ9,FBgn0261983
Q9VI16,FBgn0037440
P08570,FBgn0002593
Q9VC18,FBgn0039241
Q7PLL6,FBgn0287182
Q9VLP1,FBgn0032022
Q7K4Q9,FBgn0010611
Q8INB9,FBgn0010379
Q8T0D3,FBgn0026533
Q9V9R2,FBgn0032956
B7YZY1,FBgn0040297
Q9V3T2,FBgn0040383
Q8T3K9,FBgn0034936
Q9W003,FBgn0010905
P06742,FBgn0002772
Q9VTF9,FBgn0036136
Q9VHN7,FBgn0037607
Q9VYS3,FBgn0030354
Q9W1D9,FBgn0034951
Q9VB10,FBgn0039537
Q9V535,FBgn0033378
Q9VAS8,FBgn0264324
Q9W1F2,FBgn0034940
Q7K4B3,FBgn0033540
Q7K0D8,FBgn0033264
Q24238,FBgn0016123
O76454,FBgn0024841
A1ZBE8,FBgn0034400
Q9VP22,FBgn0037093
Q7K3G2,FBgn0034304
Q9W3K6,FBgn0029997
P54353,FBgn0015379
P26308,FBgn0001105
Q9VN25,FBgn0037249
P40946,FBgn0013750
Q7KUL0,FBgn0036451
Q7K4Y8,FBgn0039911
Q9VH95,FBgn0037728
Q9VU15,FBgn0036314
Q9VAH9,FBgn0039691
Q9V5C6,FBgn0023175
Q9VVH3,FBgn0036726
Q6AWJ9,FBgn0004839
Q9VYT5,FBgn0030342
Q9TVP3,FBgn0027654
Q9XZJ4,FBgn0263121
Q9VZS5,FBgn0035422
Q7KRY6,FBgn0027889
L0MPN7,FBgn0039908
Q9VK69,FBgn0032444
Q9W0D3,FBgn0035237
P55035,FBgn0015283
Q95UI6,FBgn0011224
Q8IH18,FBgn0052016
O18335,FBgn0015790
P29349,FBgn0000382
Q7K3W2,FBgn0033235
A8JNK1,FBgn0264693
Q9VTZ0,FBgn0041775
Q9W334,FBgn0030136
Q9VC87,FBgn0039189
Q9VPI6,FBgn0031213
Q4AB31,FBgn0250823
Q9VXQ5,FBgn0027329
Q9VZI1,FBgn0035499
Q9VZZ6,FBgn0035355
L0MQ08,FBgn0039928
Q9VR61,FBgn0262866
Q59E59,FBgn0265434
Q8T390,FBgn0038659
Q5U156,FBgn0033998
O02649,FBgn0015245
Q8IGS7,FBgn0261552
Q95U54,FBgn0037301
Q9VSU8,FBgn0263456
Q9VF03,FBgn0002783
Q8IPF5,FBgn0027932
E1JIH3,FBgn0051352
O96794,FBgn0026150
Q9NH72,FBgn0015778
Q8MR61,FBgn0035169
P56538,FBgn0034915
Q9VE69,FBgn0051122
Q8MQY1,FBgn0035383
Q7KTW5,FBgn0037063
Q7KLX3,FBgn0021795
Q24020,FBgn0000709
Q7K3J0,FBgn0284436
Q7KN75,FBgn0027835
A1ZBE9,FBgn0034401
Q9W0H6,FBgn0035203
A8JUQ9,FBgn0040068
Q9I7K5,FBgn0069242
Q9VYT8,FBgn0030339
O76935,FBgn0024957
Q9W0T1,FBgn0000541
Q9VNA5,FBgn0250746
Q9VA36,FBgn0027598
Q9VD58,FBgn0038922
Q9V9Q4,FBgn0032961
Q9VC94,FBgn0039182
Q9VTK9,FBgn0086254
P41044,FBgn0004580
Q9VIW7,FBgn0032781
Q9VU08,FBgn0052113
Q9V3K7,FBgn0028507
Q9W1Q8,FBgn0034858
Q9W1A2,FBgn0034982
Q9VPN5,FBgn0024352
B5RJQ9,FBgn0261985
P12252,FBgn0000479
Q9VRJ4,FBgn0035588
Q9VW52,FBgn0036915
Q8T0L3,FBgn0023143
Q7KUB1,FBgn0001248
Q9VXI6,FBgn0030733
Q9Y0S9,FBgn0020510
Q9VMR0,FBgn0031708
Q9W255,FBgn0022986
P29845,FBgn0001220
P48601,FBgn0015282
Q5U191,FBgn0033226
P15007,FBgn0000579
P31007,FBgn0001624
Q9VMR6,FBgn0031703
Q5LJP6,FBgn0040056
E1JGL8,FBgn0050122
Q9VA09,FBgn0013973
Q9VYG2,FBgn0025463
Q7K0T0,FBgn0005198
Q7JUN3,FBgn0039890
Q9VLX2,FBgn0031947
Q9VLS3,FBgn0264953
Q9VH72,FBgn0037749
Q9VDV2,FBgn0038723
Q9U6Y9,FBgn0015925
Q8SX06,FBgn0036146
P55824,FBgn0005632
Q9VJY6,FBgn0032518
Q9VJL6,FBgn0028894
A8DY95,FBgn0033538
Q9VE73,FBgn0038617
P45889,FBgn0011745
G7H840,FBgn0021765
Q7KW14,FBgn0023531
Q0E901,FBgn0050389
P24156,FBgn0002031
Q9VSL8,FBgn0260442
Q7K2N3,FBgn0038799
Q9VB48,FBgn0039508
Q8SY96,FBgn0285970
Q8SY96,FBgn0052857
Q8SY96,FBgn0053502
O61604,FBgn0024238
Q9VKJ1,FBgn0032348
Q7JY94,FBgn0034366
E1JH15,FBgn0020621
Q7JZB4,FBgn0037279
Q9U779,FBgn0026181
Q9VHR8,FBgn0037580
Q9VKD3,FBgn0032393
Q9VJ39,FBgn0032721
Q9VA37,FBgn0039802
Q7K206,FBgn0035906
Q9VGU6,FBgn0042094
A1Z6H0,FBgn0033032
Q9VGT0,FBgn0026314
O76876,FBgn0024987
Q8IGT0,FBgn0262125
Q7KUA4,FBgn0029113
Q9XZ03,FBgn0262732
Q9W229,FBgn0261596
Q9VCX4,FBgn0051159
Q9VYW4,FBgn0030321
Q9V436,FBgn0028693
Q9VSA3,FBgn0035811
Q9W0C3,FBgn0035246
Q9VPY7,FBgn0031320
Q9VPI9,FBgn0031216
Q960Y8,FBgn0038535
P13395,FBgn0250789
A1Z734,FBgn0033212
Q9VG26,FBgn0051345
Q9VG73,FBgn0038046
Q9GPP6,FBgn0041097
Q9U915,FBgn0283494
Q8SWU7,FBgn0030151
Q9V7S5,FBgn0024315
Q9V421,FBgn0028948
Q32KD4,FBgn0262739
Q9VB23,FBgn0027492
Q9VF28,FBgn0038369
Q9U6R9,FBgn0028552
Q8T443,FBgn0050293
P84040,FBgn0001200
P84040,FBgn0051611
P84040,FBgn0053869
P84040,FBgn0053871
P84040,FBgn0053873
P84040,FBgn0053875
P84040,FBgn0053877
P84040,FBgn0053879
P84040,FBgn0053881
P84040,FBgn0053883
P84040,FBgn0053885
P84040,FBgn0053887
P84040,FBgn0053889
P84040,FBgn0053891
P84040,FBgn0053893
P84040,FBgn0053895
P84040,FBgn0053897
P84040,FBgn0053899
P84040,FBgn0053901
P84040,FBgn0053903
P84040,FBgn0053905
P84040,FBgn0053907
P84040,FBgn0053909
P84040,FBgn0013981
Q7YU91,FBgn0031006
A1Z934,FBgn0033761
P25843,FBgn0000308
Q24324,FBgn0010269
Q9VK60,FBgn0032453
Q9VBP6,FBgn0039349
Q8IQV9,FBgn0031078
Q9VKJ6,FBgn0027582
Q9VGA3,FBgn0038017
P02572,FBgn0000043
Q8SX68,FBgn0034308
Q24495,FBgn0004368
Q9VSU9,FBgn0263456
Q9VSR3,FBgn0264307
Q95R65,FBgn0031817
Q9VYD9,FBgn0030478
O97121,FBgn0000566
O97418,FBgn0025839
Q9VDK5,FBgn0023097
P55162,FBgn0011771
Q9VNF6,FBgn0027951
H0RNF8,FBgn0037697
Q9VWI0,FBgn0031021
Q9W2M0,FBgn0034585
O18373,FBgn0261270
Q9VQE0,FBgn0026479
Q9VZM5,FBgn0035464
Q9U3Z7,FBgn0286786
Q7KMP8,FBgn0028691
Q9W392,FBgn0030086
Q9VHM2,FBgn0037622
O02002,FBgn0010501
Q23983,FBgn0250791
Q9VBP9,FBgn0039348
Q5BI50,FBgn0033260
Q9VY76,FBgn0052626
Q9VH48,FBgn0037770
P48451,FBgn0010014
O46067,FBgn0023529
Q9VMY1,FBgn0031651
Q95SI7,FBgn0038924
Q4TWT4,FBgn0086450
Q0KHQ5,FBgn0031030
Q9VVM8,FBgn0036772
Q9VSZ1,FBgn0035995
P38040,FBgn0004921
Q9VXP4,FBgn0025809
Q8SWR8,FBgn0041188
A1Z6R7,FBgn0050158
Q7KLW9,FBgn0261119
A1Z9J3,FBgn0013733
Q9VPU1,FBgn0010583
D6W4T8,FBgn0029903
P48602,FBgn0265262
Q86B59,FBgn0030089
Q9W3X8,FBgn0029887
O61540,FBgn0283478
Q9VN93,FBgn0260462
Q9V3E7,FBgn0010774
Q9W1N4,FBgn0034876
O44437,FBgn0023167
A1Z9M5,FBgn0050069
Q9VM22,FBgn0031904
Q9VTW1,FBgn0036272
A8JV00,FBgn0085446
Q7K084,FBgn0033268
Q9VYT3,FBgn0030344
Q0KI87,FBgn0262617
Q9VY44,FBgn0030556
Q8MSW9,FBgn0053505
A8JNU2,FBgn0000017
O97067,FBgn0026566
O02195,FBgn0015834
Q9VCF4,FBgn0039132
B7YZZ9,FBgn0004584
Q9XZ21,FBgn0086129
Q9V396,FBgn0027844
Q9VH36,FBgn0037780
Q9W330,FBgn0001186
O46096,FBgn0023507
Q9VDS5,FBgn0038747
P48159,FBgn0010078
P54611,FBgn0283535
Q9VQD7,FBgn0031436
Q9VL02,FBgn0005322
Q9V7W9,FBgn0026402
Q7K0B6,FBgn0050000
P08181,FBgn0264492
A1Z9K8,FBgn0040752
Q8SXM8,FBgn0027084
Q9VDC9,FBgn0038870
Q9V3C8,FBgn0015296
Q7K483,FBgn0039741
Q8IHB4,FBgn0001124
Q8MRF8,FBgn0284253
P08985,FBgn0001197
Q9V597,FBgn0285949
B7Z0E2,FBgn0263352
Q7KUT2,FBgn0036892
E1JJR3,FBgn0020261
Q9U6L4,FBgn0015558
Q9VVJ9,FBgn0036747
Q95TU2,FBgn0032388
Q9VEX9,FBgn0024491
Q8MS15,FBgn0032409
P49028,FBgn0002736
Q9VXJ0,FBgn0030731
Q8SYG3,FBgn0058045
Q960X8,FBgn0031450
Q7KPK2,FBgn0024734
Q9UAE7,FBgn0023179
Q9VW68,FBgn0036927
Q8MR58,FBgn0039697
Q9VPY2,FBgn0024314
Q7KHL0,FBgn0267791
A8DYD2,FBgn0000289
Q9VJE5,FBgn0020503
P54399,FBgn0286818
Q9GU50,FBgn0043070
Q9VZU4,FBgn0266582
Q9I7K3,FBgn0037818
P25867,FBgn0011217
P48605,FBgn0015019
Q9VBN5,FBgn0039359
B7Z011,FBgn0000256
Q9W596,FBgn0259108
Q86NN8,FBgn0031830
Q7KUX7,FBgn0262734
Q7K738,FBgn0026316
Q8SWX4,FBgn0051343
Q9VQB4,FBgn0031418
Q7PLP5,FBgn0039955
Q94920,FBgn0004363
Q95RR6,FBgn0022361
Q9VJJ0,FBgn0032596
Q7JR58,FBgn0033879
A1Z6H3,FBgn0259978
Q9VKQ3,FBgn0032298
Q9VRA2,FBgn0002641
Q7JPS2,FBgn0013467
Q9VIH3,FBgn0266369
Q9VT47,FBgn0259163
Q9VUB8,FBgn0061515
Q24150,FBgn0015268
Q9XZU7,FBgn0026262
Q9W437,FBgn0029840
P24014,FBgn0264089
Q7KJA9,FBgn0261403
Q9VRL0,FBgn0035600
Q8MQX9,FBgn0028343
Q7JQX9,FBgn0264357
A1Z7K8,FBgn0033351
Q9VD51,FBgn0266581
Q9VRA6,FBgn0031118
Q9VYT6,FBgn0030341
A8DZ29,FBgn0023213
Q9W4X7,FBgn0029629
A1Z945,FBgn0033766
Q9XYN7,FBgn0026380
Q9V576,FBgn0016078
Q9W2X6,FBgn0028342
Q7JWQ7,FBgn0034709
Q9VNW6,FBgn0037146
Q9VV75,FBgn0250814
P40304,FBgn0002284
P17336,FBgn0000261
Q9VZF9,FBgn0035513
B7Z060,FBgn0010280
Q9VCH5,FBgn0039120
Q9VD29,FBgn0038947
Q9VBB3,FBgn0039459
Q94521,FBgn0019643
Q9VFV9,FBgn0038145
Q5U118,FBgn0023169
Q9VEX5,FBgn0020407
Q9UB78,FBgn0027338
A1Z814,FBgn0033463
Q6NNF2,FBgn0266377
B8A405,FBgn0015222
Q7JZR5,FBgn0034177
A8DY79,FBgn0259246
Q24251,FBgn0016120
B7YZL9,FBgn0020440
P18053,FBgn0261394
Q9VCA9,FBgn0039172
P42207,FBgn0011710
Q7KSX2,FBgn0000071
P13469,FBgn0002780
Q9VY78,FBgn0030529
G4LU39,FBgn0261703
P80455,FBgn0286213
Q9VPE8,FBgn0036997
Q9VN50,FBgn0037270
Q9NBD7,FBgn0021760
Q5U130,FBgn0001227
Q9VUK8,FBgn0027088
C4NYP8,FBgn0260484
Q9VV43,FBgn0266417
Q9W1G0,FBgn0023477
Q86BA1,FBgn0053208
B7Z002,FBgn0266557
Q9VNT8,FBgn0037167
Q7KMQ0,FBgn0028687
F2FB81,FBgn0041781
Q9W245,FBgn0034735
P41094,FBgn0010411
Q9W0P5,FBgn0035147
Q961V9,FBgn0030668
Q8MLY8,FBgn0039713
Q9VZY0,FBgn0035370
Q8SY33,FBgn0051992
Q8IN64,FBgn0038745
Q9U1H9,FBgn0003321
Q9VHT5,FBgn0037566
Q9VQQ6,FBgn0031534
Q9VJC7,FBgn0032646
Q9W0A8,FBgn0026372
A8DYI6,FBgn0010551
Q9V6U9,FBgn0033883
Q9BPQ9,FBgn0041789
Q8SYR3,FBgn0011305
Q960T2,FBgn0013334
Q9W3Z5,FBgn0029873
Q86BP1,FBgn0038326
Q8IHA8,FBgn0037716
Q9V3G3,FBgn0028382
Q8IGW0,FBgn0015582
Q9W158,FBgn0035016
Q0E8J3,FBgn0052311
Q9VYV3,FBgn0030329
Q9VXP3,FBgn0030692
Q8SY41,FBgn0266019
Q9VH07,FBgn0040078
Q7K0G4,FBgn0020767
Q1RL13,FBgn0261625
Q9W0H3,FBgn0035206
P36951,FBgn0011770
Q8SX57,FBgn0051549
Q9VWK5,FBgn0027603
Q8IPZ3,FBgn0031500
Q7K3B7,FBgn0034488
Q24439,FBgn0016691
P16371,FBgn0001139
Q9VMJ7,FBgn0031759
Q9VB22,FBgn0040080
Q9VXR3,FBgn0030674
Q9VS57,FBgn0035771
Q9I7D3,FBgn0042134
Q9V3H2,FBgn0028694
Q961D9,FBgn0039907
Q9VVA6,FBgn0021768
Q9W3J5,FBgn0030007
Q9VQL1,FBgn0031497
Q9VYJ0,FBgn0259171
E2QCS8,FBgn0031390
Q9VB64,FBgn0261995
Q7K1W4,FBgn0034406
Q9VFM9,FBgn0038206
Q9W3Y3,FBgn0029882
